DRUG	EXCIPIENT	CLASS	SIZE_REDUCTION	RADIUS
Rapamycin	mebendazole	0	nan	nan
Rapamycin	L-proline	0	nan	nan
Rapamycin	L-lysine	0	nan	nan
Rapamycin	L-ascorbic_acid	0	nan	nan
Rapamycin	stearic_acid	0	nan	nan
Rapamycin	(R)-(+)-Limonene	0	nan	nan
Rapamycin	meglumine	0	nan	nan
Rapamycin	hydrochlorothiazide	0	nan	nan
Rapamycin	ketoprofen	0	nan	nan
Rapamycin	memantine_hydrochloride	0	nan	nan
Rapamycin	naproxen_sodium	0	nan	nan
Rapamycin	mannitol	0	nan	nan
Rapamycin	D-sorbitol	0	nan	nan
Rapamycin	tannic_acid	0	nan	nan
Rapamycin	rhodamine_B	0	nan	nan
Rapamycin	moxifloxacin	0	nan	nan
Rapamycin	ciprofloxacin	0	nan	nan
Rapamycin	certirizine	0	nan	nan
Rapamycin	budesonide	0	nan	nan
Rapamycin	etidronic_acid	0	nan	nan
Rapamycin	emtricitabine	0	nan	nan
Rapamycin	metoprolol(+)-tartrate	0	nan	nan
Rapamycin	phenytoin	0	nan	nan
Rapamycin	propranolol_hydrochloride	0	nan	nan
Rapamycin	captan	0	nan	nan
Rapamycin	neotame	0	nan	nan
Rapamycin	alendronate_sodium	0	nan	nan
Rapamycin	piroxicam	0	nan	nan
Rapamycin	desipramine_hydrochloride	0	nan	nan
Rapamycin	nadolol	0	nan	nan
Rapamycin	omeprazole	0	nan	nan
Rapamycin	labetalol_hydrochloride	0	nan	nan
Rapamycin	prednisone	0	nan	nan
Rapamycin	risperidone	0	nan	nan
Rapamycin	fluconazole	0	nan	nan
Rapamycin	methotrexate_hydrate	0	nan	nan
Rapamycin	tenofovir_alafenamide	0	nan	nan
Rapamycin	carbamazepine	0	nan	nan
Rilpivirine	caffeine	0	nan	nan
Rilpivirine	succinic_acid	0	nan	nan
Rilpivirine	octyl_gallate	0	nan	nan
Rilpivirine	DL-malic_acid	0	nan	nan
Rilpivirine	adipic_acid	0	nan	nan
Rilpivirine	Triazabicyclodecene	0	nan	nan
Rilpivirine	DBU	0	nan	nan
Rilpivirine	L-asparagine	0	nan	nan
Rilpivirine	theobromine	0	nan	nan
Rilpivirine	3,3'-thiodipropionic_acid	0	nan	nan
Rilpivirine	theophylline	0	nan	nan
Rilpivirine	borneol	0	nan	nan
Rilpivirine	cinnamaldehyde	0	nan	nan
Rilpivirine	aspartame	0	nan	nan
Rilpivirine	squalene	0	nan	nan
Rilpivirine	benzaldehyde	0	nan	nan
Rilpivirine	sodium_deoxycholate	1	0.229058857	100.7
Rilpivirine	cholic_acid	0	nan	nan
Rilpivirine	glycocholic_acid	0	nan	nan
Rilpivirine	sucrose_octaacetate	0	nan	nan
Rilpivirine	trans_anethole	0	nan	nan
Rilpivirine	indomethacin	0	nan	nan
Rilpivirine	terpinyl_butyrate	0	nan	nan
Rilpivirine	hydrocortisone	0	nan	nan
Rilpivirine	candesartan_cilexetil	1	0.119874893	52.7
Rilpivirine	neohesperidin_DC	0	nan	nan
Rilpivirine	ursodiol	0	nan	nan
Rilpivirine	diclofenac	0	nan	nan
Rilpivirine	eucalyptol	0	nan	nan
Rilpivirine	beta_carotene	0	nan	nan
Rilpivirine	menthol	0	nan	nan
Rilpivirine	alpha-terpineol	0	nan	nan
Rilpivirine	fenchyl_alcohol	0	nan	nan
Rilpivirine	biotin	0	nan	nan
Rilpivirine	xylitol	0	nan	nan
Rilpivirine	trans-cinnamic_acid	0	nan	nan
Rilpivirine	thimerosal	0	nan	nan
Rilpivirine	tyramine	0	nan	nan
Rilpivirine	fumaric_acid	0	nan	nan
Rilpivirine	congo_red	1	0.078589707	34.55
Rilpivirine	vanillin	0	nan	nan
Rilpivirine	saccharin	0	nan	nan
Rilpivirine	allantoin	0	nan	nan
Rilpivirine	vitamin_A_palmitate	1	0.188456071	82.85
Rilpivirine	acetylcholine_chloride	0	nan	nan
Rilpivirine	dibutyl_phthalate	0	nan	nan
Rilpivirine	trometamol	0	nan	nan
Rilpivirine	benzoyl_peroxide	0	nan	nan
Rilpivirine	triethyl_citrate	0	nan	nan
Rilpivirine	triacetin	0	nan	nan
Rilpivirine	glycerol	0	nan	nan
Rilpivirine	propylene_glycol	0	nan	nan
Rilpivirine	mebendazole	0	nan	nan
Rilpivirine	L-proline	0	nan	nan
Rilpivirine	L-lysine	0	nan	nan
Rilpivirine	L-ascorbic_acid	0	nan	nan
Rilpivirine	stearic_acid	0	nan	nan
Rilpivirine	(R)-(+)-Limonene	0	nan	nan
Rilpivirine	meglumine	0	nan	nan
Rilpivirine	hydrochlorothiazide	0	nan	nan
Rilpivirine	ketoprofen	1	0.476542508	209.5
Rilpivirine	memantine_hydrochloride	0	nan	nan
Rilpivirine	naproxen_sodium	1	0.39135627	172.05
Rilpivirine	mannitol	0	nan	nan
Rilpivirine	D-sorbitol	0	nan	nan
Rilpivirine	tannic_acid	0	nan	nan
Rilpivirine	rhodamine_B	0	nan	nan
Rilpivirine	moxifloxacin	0	nan	nan
Rilpivirine	ciprofloxacin	0	nan	nan
Rilpivirine	certirizine	0	nan	nan
Rilpivirine	budesonide	0	nan	nan
Rilpivirine	etidronic_acid	0	nan	nan
Rilpivirine	emtricitabine	0	nan	nan
Rilpivirine	metoprolol(+)-tartrate	0	nan	nan
Rilpivirine	phenytoin	0	nan	nan
Rilpivirine	propranolol_hydrochloride	0	nan	nan
Rilpivirine	captan	0	nan	nan
Rilpivirine	neotame	0	nan	nan
Rilpivirine	alendronate_sodium	0	nan	nan
Rilpivirine	piroxicam	0	nan	nan
Rilpivirine	desipramine_hydrochloride	0	nan	nan
Rilpivirine	nadolol	0	nan	nan
Rilpivirine	omeprazole	0	nan	nan
Rilpivirine	labetalol_hydrochloride	0	nan	nan
Rilpivirine	prednisone	0	nan	nan
Rilpivirine	risperidone	0	nan	nan
Rilpivirine	fluconazole	0	nan	nan
Rilpivirine	methotrexate_hydrate	0	nan	nan
Rilpivirine	tenofovir_alafenamide	0	nan	nan
Rilpivirine	carbamazepine	0	nan	nan
Econazole	caffeine	0	nan	nan
Econazole	succinic_acid	0	nan	nan
Econazole	octyl_gallate	0	nan	nan
Econazole	DL-malic_acid	0	nan	nan
Econazole	adipic_acid	0	nan	nan
Econazole	Triazabicyclodecene	0	nan	nan
Econazole	DBU	0	nan	nan
Econazole	L-asparagine	0	nan	nan
Econazole	theobromine	0	nan	nan
Econazole	3,3'-thiodipropionic_acid	0	nan	nan
Econazole	theophylline	0	nan	nan
Econazole	borneol	0	nan	nan
Econazole	cinnamaldehyde	0	nan	nan
Econazole	aspartame	0	nan	nan
Econazole	squalene	0	nan	nan
Econazole	benzaldehyde	0	nan	nan
Econazole	sodium_deoxycholate	0	nan	nan
Econazole	cholic_acid	0	nan	nan
Econazole	glycocholic_acid	0	nan	nan
Econazole	sucrose_octaacetate	0	nan	nan
Econazole	trans_anethole	0	nan	nan
Econazole	indomethacin	0	nan	nan
Econazole	terpinyl_butyrate	0	nan	nan
Econazole	hydrocortisone	0	nan	nan
Econazole	candesartan_cilexetil	0	nan	nan
Econazole	neohesperidin_DC	0	nan	nan
Econazole	ursodiol	0	nan	nan
Econazole	diclofenac	0	nan	nan
Econazole	eucalyptol	0	nan	nan
Econazole	beta_carotene	0	nan	nan
Econazole	menthol	1	0.491077079	194
Econazole	alpha-terpineol	0	nan	nan
Econazole	fenchyl_alcohol	0	nan	nan
Econazole	biotin	0	nan	nan
Econazole	xylitol	0	nan	nan
Econazole	trans-cinnamic_acid	0	nan	nan
Econazole	thimerosal	0	nan	nan
Econazole	tyramine	0	nan	nan
Econazole	fumaric_acid	0	nan	nan
Econazole	congo_red	1	0.21339071	84.3
Econazole	vanillin	0	nan	nan
Econazole	saccharin	0	nan	nan
Econazole	allantoin	0	nan	nan
Econazole	vitamin_A_palmitate	0	nan	nan
Econazole	acetylcholine_chloride	0	nan	nan
Econazole	dibutyl_phthalate	0	nan	nan
Econazole	trometamol	0	nan	nan
Econazole	benzoyl_peroxide	0	nan	nan
Econazole	triethyl_citrate	0	nan	nan
Econazole	triacetin	0	nan	nan
Econazole	glycerol	0	nan	nan
Econazole	propylene_glycol	0	nan	nan
Econazole	mebendazole	1	0.37438299	147.9
Econazole	L-proline	0	nan	nan
Econazole	L-lysine	0	nan	nan
Econazole	L-ascorbic_acid	0	nan	nan
Econazole	stearic_acid	0	nan	nan
Econazole	(R)-(+)-Limonene	0	nan	nan
Econazole	meglumine	0	nan	nan
Econazole	hydrochlorothiazide	0	nan	nan
Econazole	ketoprofen	0	nan	nan
Econazole	memantine_hydrochloride	0	nan	nan
Econazole	naproxen_sodium	0	nan	nan
Econazole	mannitol	0	nan	nan
Econazole	D-sorbitol	0	nan	nan
Econazole	tannic_acid	0	nan	nan
Econazole	rhodamine_B	0	nan	nan
Econazole	moxifloxacin	0	nan	nan
Econazole	ciprofloxacin	0	nan	nan
Econazole	certirizine	0	nan	nan
Econazole	budesonide	1	0.479053284	189.25
Econazole	etidronic_acid	0	nan	nan
Econazole	emtricitabine	0	nan	nan
Econazole	metoprolol(+)-tartrate	1	0.352613593	139.3
Econazole	phenytoin	0	nan	nan
Econazole	propranolol_hydrochloride	0	nan	nan
Econazole	captan	0	nan	nan
Econazole	neotame	1	0.287558537	113.6
Econazole	alendronate_sodium	0	nan	nan
Econazole	piroxicam	0	nan	nan
Econazole	desipramine_hydrochloride	0	nan	nan
Econazole	nadolol	0	nan	nan
Econazole	omeprazole	1	0.498544488	196.95
Econazole	labetalol_hydrochloride	0	nan	nan
Econazole	prednisone	0	nan	nan
Econazole	risperidone	0	nan	nan
Econazole	fluconazole	0	nan	nan
Econazole	methotrexate_hydrate	1	0.398430578	157.4
Econazole	tenofovir_alafenamide	1	0.364004556	143.8
Econazole	carbamazepine	0	nan	nan
Chlorpromazine_Hcl	caffeine	0	nan	nan
Chlorpromazine_Hcl	succinic_acid	0	nan	nan
Chlorpromazine_Hcl	octyl_gallate	0	nan	nan
Chlorpromazine_Hcl	DL-malic_acid	0	nan	nan
Chlorpromazine_Hcl	adipic_acid	0	nan	nan
Chlorpromazine_Hcl	Triazabicyclodecene	0	nan	nan
Chlorpromazine_Hcl	DBU	0	nan	nan
Chlorpromazine_Hcl	L-asparagine	0	nan	nan
Chlorpromazine_Hcl	theobromine	0	nan	nan
Chlorpromazine_Hcl	3,3'-thiodipropionic_acid	0	nan	nan
Chlorpromazine_Hcl	theophylline	0	nan	nan
Chlorpromazine_Hcl	borneol	0	nan	nan
Chlorpromazine_Hcl	cinnamaldehyde	0	nan	nan
Chlorpromazine_Hcl	aspartame	0	nan	nan
Chlorpromazine_Hcl	squalene	0	nan	nan
Chlorpromazine_Hcl	benzaldehyde	0	nan	nan
Chlorpromazine_Hcl	sodium_deoxycholate	0	nan	nan
Chlorpromazine_Hcl	cholic_acid	0	nan	nan
Chlorpromazine_Hcl	glycocholic_acid	1	0.4518322	136.25
Chlorpromazine_Hcl	sucrose_octaacetate	0	nan	nan
Chlorpromazine_Hcl	trans_anethole	0	nan	nan
Chlorpromazine_Hcl	indomethacin	0	nan	nan
Chlorpromazine_Hcl	terpinyl_butyrate	1	0.336428453	101.45
Chlorpromazine_Hcl	hydrocortisone	0	nan	nan
Chlorpromazine_Hcl	candesartan_cilexetil	1	0.36395291	109.75
Chlorpromazine_Hcl	neohesperidin_DC	0	nan	nan
Chlorpromazine_Hcl	ursodiol	0	nan	nan
Chlorpromazine_Hcl	diclofenac	0	nan	nan
Chlorpromazine_Hcl	eucalyptol	0	nan	nan
Chlorpromazine_Hcl	beta_carotene	0	nan	nan
Chlorpromazine_Hcl	menthol	0	nan	nan
Chlorpromazine_Hcl	alpha-terpineol	0	nan	nan
Chlorpromazine_Hcl	fenchyl_alcohol	0	nan	nan
Chlorpromazine_Hcl	biotin	0	nan	nan
Chlorpromazine_Hcl	xylitol	0	nan	nan
Chlorpromazine_Hcl	trans-cinnamic_acid	0	nan	nan
Chlorpromazine_Hcl	thimerosal	0	nan	nan
Chlorpromazine_Hcl	tyramine	0	nan	nan
Chlorpromazine_Hcl	fumaric_acid	0	nan	nan
Chlorpromazine_Hcl	congo_red	1	0.202951418	61.2
Chlorpromazine_Hcl	vanillin	0	nan	nan
Chlorpromazine_Hcl	saccharin	0	nan	nan
Chlorpromazine_Hcl	allantoin	0	nan	nan
Chlorpromazine_Hcl	vitamin_A_palmitate	0	nan	nan
Chlorpromazine_Hcl	acetylcholine_chloride	0	nan	nan
Chlorpromazine_Hcl	dibutyl_phthalate	0	nan	nan
Chlorpromazine_Hcl	trometamol	0	nan	nan
Chlorpromazine_Hcl	benzoyl_peroxide	0	nan	nan
Chlorpromazine_Hcl	triethyl_citrate	0	nan	nan
Chlorpromazine_Hcl	triacetin	0	nan	nan
Chlorpromazine_Hcl	glycerol	0	nan	nan
Chlorpromazine_Hcl	propylene_glycol	0	nan	nan
Chlorpromazine_Hcl	mebendazole	0	nan	nan
Chlorpromazine_Hcl	L-proline	0	nan	nan
Chlorpromazine_Hcl	L-lysine	0	nan	nan
Chlorpromazine_Hcl	L-ascorbic_acid	0	nan	nan
Chlorpromazine_Hcl	stearic_acid	0	nan	nan
Chlorpromazine_Hcl	(R)-(+)-Limonene	0	nan	nan
Chlorpromazine_Hcl	meglumine	0	nan	nan
Chlorpromazine_Hcl	hydrochlorothiazide	0	nan	nan
Chlorpromazine_Hcl	ketoprofen	0	nan	nan
Chlorpromazine_Hcl	memantine_hydrochloride	0	nan	nan
Chlorpromazine_Hcl	naproxen_sodium	0	nan	nan
Chlorpromazine_Hcl	mannitol	0	nan	nan
Chlorpromazine_Hcl	D-sorbitol	0	nan	nan
Chlorpromazine_Hcl	tannic_acid	1	0.469076438	141.45
Chlorpromazine_Hcl	rhodamine_B	0	nan	nan
Chlorpromazine_Hcl	moxifloxacin	0	nan	nan
Chlorpromazine_Hcl	ciprofloxacin	0	nan	nan
Chlorpromazine_Hcl	certirizine	0	nan	nan
Chlorpromazine_Hcl	budesonide	0	nan	nan
Chlorpromazine_Hcl	etidronic_acid	0	nan	nan
Chlorpromazine_Hcl	emtricitabine	0	nan	nan
Chlorpromazine_Hcl	metoprolol(+)-tartrate	0	nan	nan
Chlorpromazine_Hcl	phenytoin	0	nan	nan
Chlorpromazine_Hcl	propranolol_hydrochloride	0	nan	nan
Chlorpromazine_Hcl	captan	0	nan	nan
Chlorpromazine_Hcl	neotame	0	nan	nan
Chlorpromazine_Hcl	alendronate_sodium	0	nan	nan
Chlorpromazine_Hcl	piroxicam	0	nan	nan
Chlorpromazine_Hcl	desipramine_hydrochloride	0	nan	nan
Chlorpromazine_Hcl	nadolol	0	nan	nan
Chlorpromazine_Hcl	omeprazole	0	nan	nan
Chlorpromazine_Hcl	labetalol_hydrochloride	0	nan	nan
Chlorpromazine_Hcl	prednisone	0	nan	nan
Chlorpromazine_Hcl	risperidone	0	nan	nan
Chlorpromazine_Hcl	fluconazole	0	nan	nan
Chlorpromazine_Hcl	methotrexate_hydrate	0	nan	nan
Chlorpromazine_Hcl	tenofovir_alafenamide	0	nan	nan
Chlorpromazine_Hcl	carbamazepine	0	nan	nan
Taxol	caffeine	0	nan	nan
Taxol	succinic_acid	0	nan	nan
Taxol	octyl_gallate	0	nan	nan
Taxol	DL-malic_acid	0	nan	nan
Taxol	adipic_acid	0	nan	nan
Taxol	Triazabicyclodecene	0	nan	nan
Taxol	DBU	0	nan	nan
Taxol	L-asparagine	0	nan	nan
Taxol	theobromine	0	nan	nan
Taxol	3,3'-thiodipropionic_acid	0	nan	nan
Taxol	theophylline	0	nan	nan
Taxol	borneol	0	nan	nan
Taxol	cinnamaldehyde	0	nan	nan
Taxol	aspartame	0	nan	nan
Taxol	squalene	0	nan	nan
Taxol	benzaldehyde	0	nan	nan
Taxol	sodium_deoxycholate	0	nan	nan
Taxol	cholic_acid	0	nan	nan
Taxol	glycocholic_acid	0	nan	nan
Taxol	sucrose_octaacetate	0	nan	nan
Taxol	trans_anethole	0	nan	nan
Taxol	indomethacin	0	nan	nan
Taxol	terpinyl_butyrate	0	nan	nan
Taxol	hydrocortisone	0	nan	nan
Taxol	candesartan_cilexetil	0	nan	nan
Taxol	neohesperidin_DC	0	nan	nan
Taxol	ursodiol	0	nan	nan
Taxol	diclofenac	0	nan	nan
Taxol	eucalyptol	0	nan	nan
Taxol	beta_carotene	0	nan	nan
Taxol	menthol	0	nan	nan
Taxol	alpha-terpineol	0	nan	nan
Taxol	fenchyl_alcohol	0	nan	nan
Taxol	biotin	0	nan	nan
Taxol	xylitol	0	nan	nan
Taxol	trans-cinnamic_acid	0	nan	nan
Taxol	thimerosal	0	nan	nan
Taxol	tyramine	0	nan	nan
Taxol	fumaric_acid	0	nan	nan
Taxol	congo_red	1	0.34586879	63
Taxol	vanillin	0	nan	nan
Taxol	saccharin	0	nan	nan
Taxol	allantoin	0	nan	nan
Taxol	vitamin_A_palmitate	0	nan	nan
Taxol	acetylcholine_chloride	0	nan	nan
Taxol	dibutyl_phthalate	0	nan	nan
Taxol	trometamol	0	nan	nan
Taxol	benzoyl_peroxide	0	nan	nan
Taxol	triethyl_citrate	0	nan	nan
Taxol	triacetin	0	nan	nan
Taxol	glycerol	0	nan	nan
Taxol	propylene_glycol	0	nan	nan
Taxol	mebendazole	0	nan	nan
Taxol	L-proline	0	nan	nan
Taxol	L-lysine	0	nan	nan
Taxol	L-ascorbic_acid	0	nan	nan
Taxol	stearic_acid	0	nan	nan
Taxol	(R)-(+)-Limonene	0	nan	nan
Taxol	meglumine	0	nan	nan
Taxol	hydrochlorothiazide	0	nan	nan
Taxol	ketoprofen	0	nan	nan
Taxol	memantine_hydrochloride	0	nan	nan
Taxol	naproxen_sodium	0	nan	nan
Taxol	mannitol	0	nan	nan
Taxol	D-sorbitol	0	nan	nan
Taxol	tannic_acid	0	nan	nan
Taxol	rhodamine_B	0	nan	nan
Taxol	moxifloxacin	0	nan	nan
Taxol	ciprofloxacin	0	nan	nan
Taxol	certirizine	0	nan	nan
Taxol	budesonide	0	nan	nan
Taxol	etidronic_acid	0	nan	nan
Taxol	emtricitabine	0	nan	nan
Taxol	metoprolol(+)-tartrate	0	nan	nan
Taxol	phenytoin	0	nan	nan
Taxol	propranolol_hydrochloride	0	nan	nan
Taxol	captan	0	nan	nan
Taxol	neotame	0	nan	nan
Taxol	alendronate_sodium	0	nan	nan
Taxol	piroxicam	0	nan	nan
Taxol	desipramine_hydrochloride	0	nan	nan
Taxol	nadolol	0	nan	nan
Taxol	omeprazole	0	nan	nan
Taxol	labetalol_hydrochloride	0	nan	nan
Taxol	prednisone	0	nan	nan
Taxol	risperidone	0	nan	nan
Taxol	fluconazole	0	nan	nan
Taxol	methotrexate_hydrate	0	nan	nan
Taxol	tenofovir_alafenamide	0	nan	nan
Taxol	carbamazepine	0	nan	nan
Physcion	caffeine	0	nan	nan
Physcion	succinic_acid	0	nan	nan
Physcion	octyl_gallate	0	nan	nan
Physcion	DL-malic_acid	0	nan	nan
Physcion	adipic_acid	0	nan	nan
Physcion	Triazabicyclodecene	0	nan	nan
Physcion	DBU	0	nan	nan
Physcion	L-asparagine	0	nan	nan
Physcion	theobromine	0	nan	nan
Physcion	3,3'-thiodipropionic_acid	0	nan	nan
Physcion	theophylline	0	nan	nan
Physcion	borneol	0	nan	nan
Physcion	cinnamaldehyde	0	nan	nan
Physcion	aspartame	0	nan	nan
Physcion	squalene	0	nan	nan
Physcion	benzaldehyde	0	nan	nan
Physcion	sodium_deoxycholate	0	nan	nan
Physcion	cholic_acid	0	nan	nan
Physcion	glycocholic_acid	0	nan	nan
Physcion	sucrose_octaacetate	0	nan	nan
Physcion	trans_anethole	0	nan	nan
Physcion	indomethacin	1	0.391580917	104.65
Physcion	terpinyl_butyrate	0	nan	nan
Physcion	hydrocortisone	0	nan	nan
Physcion	candesartan_cilexetil	0	nan	nan
Physcion	neohesperidin_DC	0	nan	nan
Physcion	ursodiol	0	nan	nan
Physcion	diclofenac	0	nan	nan
Physcion	eucalyptol	0	nan	nan
Physcion	beta_carotene	1	0.455191768	121.65
Physcion	menthol	0	nan	nan
Physcion	alpha-terpineol	0	nan	nan
Physcion	fenchyl_alcohol	0	nan	nan
Physcion	biotin	0	nan	nan
Physcion	xylitol	0	nan	nan
Physcion	trans-cinnamic_acid	0	nan	nan
Physcion	thimerosal	0	nan	nan
Physcion	tyramine	0	nan	nan
Physcion	fumaric_acid	0	nan	nan
Physcion	congo_red	0	nan	nan
Physcion	vanillin	0	nan	nan
Physcion	saccharin	0	nan	nan
Physcion	allantoin	0	nan	nan
Physcion	vitamin_A_palmitate	0	nan	nan
Physcion	acetylcholine_chloride	0	nan	nan
Physcion	dibutyl_phthalate	0	nan	nan
Physcion	trometamol	0	nan	nan
Physcion	benzoyl_peroxide	0	nan	nan
Physcion	triethyl_citrate	0	nan	nan
Physcion	triacetin	0	nan	nan
Physcion	glycerol	0	nan	nan
Physcion	propylene_glycol	0	nan	nan
Physcion	mebendazole	0	nan	nan
Physcion	L-proline	0	nan	nan
Physcion	L-lysine	0	nan	nan
Physcion	L-ascorbic_acid	0	nan	nan
Physcion	stearic_acid	0	nan	nan
Physcion	(R)-(+)-Limonene	0	nan	nan
Physcion	meglumine	0	nan	nan
Physcion	hydrochlorothiazide	0	nan	nan
Physcion	ketoprofen	0	nan	nan
Physcion	memantine_hydrochloride	0	nan	nan
Physcion	naproxen_sodium	0	nan	nan
Physcion	mannitol	0	nan	nan
Physcion	D-sorbitol	0	nan	nan
Physcion	tannic_acid	0	nan	nan
Physcion	rhodamine_B	0	nan	nan
Physcion	moxifloxacin	0	nan	nan
Physcion	ciprofloxacin	0	nan	nan
Physcion	certirizine	0	nan	nan
Physcion	budesonide	0	nan	nan
Physcion	etidronic_acid	0	nan	nan
Physcion	emtricitabine	0	nan	nan
Physcion	metoprolol(+)-tartrate	0	nan	nan
Physcion	phenytoin	0	nan	nan
Physcion	propranolol_hydrochloride	0	nan	nan
Physcion	captan	0	nan	nan
Physcion	neotame	0	nan	nan
Physcion	alendronate_sodium	0	nan	nan
Physcion	piroxicam	0	nan	nan
Physcion	desipramine_hydrochloride	0	nan	nan
Physcion	nadolol	0	nan	nan
Physcion	omeprazole	0	nan	nan
Physcion	labetalol_hydrochloride	0	nan	nan
Physcion	prednisone	0	nan	nan
Physcion	risperidone	0	nan	nan
Physcion	fluconazole	0	nan	nan
Physcion	methotrexate_hydrate	0	nan	nan
Physcion	tenofovir_alafenamide	0	nan	nan
Physcion	carbamazepine	0	nan	nan
Curcumine	caffeine	0	nan	nan
Curcumine	succinic_acid	0	nan	nan
Curcumine	octyl_gallate	0	nan	nan
Curcumine	DL-malic_acid	0	nan	nan
Curcumine	adipic_acid	0	nan	nan
Curcumine	Triazabicyclodecene	0	nan	nan
Curcumine	DBU	0	nan	nan
Curcumine	L-asparagine	0	nan	nan
Curcumine	theobromine	0	nan	nan
Curcumine	3,3'-thiodipropionic_acid	0	nan	nan
Curcumine	theophylline	0	nan	nan
Curcumine	borneol	0	nan	nan
Curcumine	cinnamaldehyde	0	nan	nan
Curcumine	aspartame	0	nan	nan
Curcumine	squalene	0	nan	nan
Curcumine	benzaldehyde	0	nan	nan
Curcumine	sodium_deoxycholate	0	nan	nan
Curcumine	cholic_acid	0	nan	nan
Curcumine	glycocholic_acid	0	nan	nan
Curcumine	sucrose_octaacetate	0	nan	nan
Curcumine	trans_anethole	0	nan	nan
Curcumine	indomethacin	0	nan	nan
Curcumine	terpinyl_butyrate	0	nan	nan
Curcumine	hydrocortisone	0	nan	nan
Curcumine	candesartan_cilexetil	1	0.319742712	154.1
Curcumine	neohesperidin_DC	0	nan	nan
Curcumine	ursodiol	0	nan	nan
Curcumine	diclofenac	0	nan	nan
Curcumine	eucalyptol	0	nan	nan
Curcumine	beta_carotene	0	nan	nan
Curcumine	menthol	0	nan	nan
Curcumine	alpha-terpineol	0	nan	nan
Curcumine	fenchyl_alcohol	0	nan	nan
Curcumine	biotin	0	nan	nan
Curcumine	xylitol	0	nan	nan
Curcumine	trans-cinnamic_acid	1	0.48324515	232.9
Curcumine	thimerosal	0	nan	nan
Curcumine	tyramine	0	nan	nan
Curcumine	fumaric_acid	0	nan	nan
Curcumine	congo_red	0	nan	nan
Curcumine	vanillin	0	nan	nan
Curcumine	saccharin	0	nan	nan
Curcumine	allantoin	0	nan	nan
Curcumine	vitamin_A_palmitate	0	nan	nan
Curcumine	acetylcholine_chloride	0	nan	nan
Curcumine	dibutyl_phthalate	0	nan	nan
Curcumine	trometamol	0	nan	nan
Curcumine	benzoyl_peroxide	0	nan	nan
Curcumine	triethyl_citrate	0	nan	nan
Curcumine	triacetin	0	nan	nan
Curcumine	glycerol	0	nan	nan
Curcumine	propylene_glycol	0	nan	nan
Curcumine	mebendazole	0	nan	nan
Curcumine	L-proline	0	nan	nan
Curcumine	L-lysine	0	nan	nan
Curcumine	L-ascorbic_acid	0	nan	nan
Curcumine	stearic_acid	0	nan	nan
Curcumine	(R)-(+)-Limonene	0	nan	nan
Curcumine	meglumine	0	nan	nan
Curcumine	hydrochlorothiazide	0	nan	nan
Curcumine	ketoprofen	0	nan	nan
Curcumine	memantine_hydrochloride	0	nan	nan
Curcumine	naproxen_sodium	0	nan	nan
Curcumine	mannitol	0	nan	nan
Curcumine	D-sorbitol	0	nan	nan
Curcumine	tannic_acid	0	nan	nan
Curcumine	rhodamine_B	0	nan	nan
Curcumine	moxifloxacin	0	nan	nan
Curcumine	ciprofloxacin	0	nan	nan
Curcumine	certirizine	0	nan	nan
Curcumine	budesonide	0	nan	nan
Curcumine	etidronic_acid	0	nan	nan
Curcumine	emtricitabine	0	nan	nan
Curcumine	metoprolol(+)-tartrate	0	nan	nan
Curcumine	phenytoin	0	nan	nan
Curcumine	propranolol_hydrochloride	0	nan	nan
Curcumine	captan	0	nan	nan
Curcumine	neotame	0	nan	nan
Curcumine	alendronate_sodium	0	nan	nan
Curcumine	piroxicam	0	nan	nan
Curcumine	desipramine_hydrochloride	0	nan	nan
Curcumine	nadolol	0	nan	nan
Curcumine	omeprazole	0	nan	nan
Curcumine	labetalol_hydrochloride	0	nan	nan
Curcumine	prednisone	0	nan	nan
Curcumine	risperidone	0	nan	nan
Curcumine	fluconazole	0	nan	nan
Curcumine	methotrexate_hydrate	0	nan	nan
Curcumine	tenofovir_alafenamide	0	nan	nan
Curcumine	carbamazepine	0	nan	nan
Etravirine	caffeine	0	nan	nan
Etravirine	succinic_acid	0	nan	nan
Etravirine	octyl_gallate	0	nan	nan
Etravirine	DL-malic_acid	0	nan	nan
Etravirine	adipic_acid	0	nan	nan
Etravirine	Triazabicyclodecene	0	nan	nan
Etravirine	DBU	0	nan	nan
Etravirine	L-asparagine	0	nan	nan
Etravirine	theobromine	0	nan	nan
Etravirine	3,3'-thiodipropionic_acid	0	nan	nan
Etravirine	theophylline	0	nan	nan
Etravirine	borneol	0	nan	nan
Etravirine	cinnamaldehyde	0	nan	nan
Etravirine	aspartame	0	nan	nan
Etravirine	squalene	0	nan	nan
Etravirine	benzaldehyde	0	nan	nan
Etravirine	sodium_deoxycholate	0	nan	nan
Etravirine	cholic_acid	0	nan	nan
Etravirine	glycocholic_acid	0	nan	nan
Etravirine	sucrose_octaacetate	0	nan	nan
Etravirine	trans_anethole	0	nan	nan
Etravirine	indomethacin	1	0.415069615	202.72
Etravirine	terpinyl_butyrate	0	nan	nan
Etravirine	hydrocortisone	0	nan	nan
Etravirine	candesartan_cilexetil	1	0.476658477	232.8
Etravirine	neohesperidin_DC	0	nan	nan
Etravirine	ursodiol	0	nan	nan
Etravirine	diclofenac	0	nan	nan
Etravirine	eucalyptol	0	nan	nan
Etravirine	beta_carotene	1	0.400491401	195.6
