NAME	SMILES
Cyanocobalamin	Cc1cc2ncn(C3OC(CO)C(OP(=O)(O)OC(C)CNC(=O)CCC4(C)C5=C(C)C6=NC(=CC7=NC(=C(C)C8=NC(C)(C(C4CC(N)=O)N5[Co]C#N)C(C)(CC(N)=O)C8CCC(N)=O)C(C)(CC(N)=O)C7CCC(N)=O)C(C)(C)C6CCC(N)=O)C3O)c2cc1C
Cyclobenzaprine	CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
Cyclosporine	CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C
Cyproheptadine	CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
Cyproterone acetate	CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C
Dabigatran etexilate	CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1
Dabrafenib	CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1
Dactinomycin	Cc1ccc(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c2nc3c(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c(N)c(=O)c(C)c-3oc12
Dalbavancin	CNC1c2ccc(O)c(c2)Oc2cc(O)c(Cl)c(c2)C2NC(=O)C(Cc3ccc(cc3)Oc3cc4cc(c3OC3OC(C(=O)O)C(O)C(O)C3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC2=O)c2ccc(O)c(c2)-c2c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc2C(C(=O)NCCCN(C)C)NC3=O)NC1=O
Dalfopristin	CCN(CC)CCS(=O)(=O)C1CCN2C(=O)c3coc(n3)CC(=O)CC(O)C=C(C)C=CCN=C(O)C=CC(C)C(C(C)C)OC(=O)C12
Danazol	C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C
Dapiprazole	Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1
Darunavir	CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1
Dasabuvir	COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C
Dasatinib	Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cc(N3CCN(CCO)CC3)nc(C)n2)s1
Daunorubicin	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1
Deferasirox	O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
Deferoxamine	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
Degarelix	CC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC(Cc1cccnc1)C(=O)NC(CO)C(=O)NC(Cc1ccc(NC(=O)C2CC(=O)NC(=O)N2)cc1)C(=O)NC(Cc1ccc(NC(N)=O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(N)=O
Delorazepam	O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1
Demeclocycline	CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12
Demexiptiline	CNCCON=c1c2ccccc2ccc2ccccc21
Deoxycholic Acid	CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
Deserpidine	COC(=O)C1C2CC3c4[nH]c5ccccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC
Deslanoside	CC1OC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1OC1CC(O)C(OC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)C(C)O2)C(C)O1
Desloratadine	Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
Desmopressin	N=C(N)NCCCC(NC(=O)C1CCCN1C(=O)C1CSSCCC(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
Desogestrel	C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC
Dexbrompheniramine	CN(C)CCC(c1ccc(Br)cc1)c1ccccn1
Dextropropoxyphene	CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C
Dextrothyroxine	NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
Diatrizoate	CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
Diazepam	CN1c2ccc(Cl)cc2C(c2ccccc2)=NCC1=O
Diclofenac	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
Dicloxacillin	Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
Dienestrol	CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1
Dienogest	CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC#N
Diethylstilbestrol	CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1
Difluprednate	CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
Digitoxin	CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)CC3O)CC2O)CC(O)C1O
Digoxin	CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)CC3O)CC2O)CC(O)C1O
Dihomo-gamma-linolenic acid	CCCCCC=CCC=CCC=CCCCCCCC(=O)O
Dihydroergotamine	CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c43)CC21
Dihydrotachysterol	CC(C)C(C)C=CC(C)C1CCC2C(=CC=C3CC(O)CCC3C)CCCC21C
Diiodohydroxyquinoline	Oc1c(I)cc(I)c2cccnc12
Dimenhydrinate	Cn1c2nc(Cl)[n-]c2c(=O)n(C)c1=O.C[NH+](C)CCOC(c1ccccc1)c1ccccc1
Dimetindene	CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1
Dimetotiazine	CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C.CS(=O)(=O)O
Dinoprost Tromethamine	CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O.NC(CO)(CO)CO
Diosmin	COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O
Diphemanil Methylsulfate	COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
Diphenidol	OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1
Dipotassium phosphate	[K+].[K+].O=P([O-])([O-])O
Dipyridamole	OCCN(CCO)c1nc2c(nc(N(CCO)CCO)nc2N2CCCCC2)c(N2CCCCC2)n1
Dirithromycin	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O
Disodium phosphate	[Na+].[Na+].O=P([O-])([O-])O
Disulfiram	CCN(CC)C(=S)SSC(=S)N(CC)CC
Dobutamine	CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
Docetaxel	CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C
Docosanol	CCCCCCCCCCCCCCCCCCCCCCO
Domperidone	O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
Doripenem	CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12
Dosulepin	CN(C)CCC=C1c2ccccc2CSc2ccccc21
Doxacurium chloride	[Cl-].[Cl-].COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC
Doxazosin	COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
Doxepin	CN(C)CCC=C1c2ccccc2COc2ccccc21
Doxercalciferol	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)C)CC(O)CC1O
Doxorubicin	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1
Doxycycline	CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21
Dronabinol	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21
Dronedarone	CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
Drospirenone	CC12CCC3C(C4CC4C4=CC(=O)CCC43C)C1C1CC1C21CCC(=O)O1
Drostanolone	CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC32)CC1=O
Drotaverine	CCOc1ccc(C=C2NCCc3cc(OCC)c(OCC)cc32)cc1OCC
Droxidopa	NC(C(=O)O)C(O)c1ccc(O)c(O)c1
Duloxetine	CNCCC(Oc1cccc2ccccc21)c1cccs1
Dutasteride	CC12CCC3C(CCC4NC(=O)C=CC43C)C1CCC2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F
Dydrogesterone	CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C
Ecabet	CC(C)c1cc2c(cc1S(=O)(=O)O)C1(C)CCCC(C)(C(=O)O)C1CC2
Ecamsule	CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1
Econazole	Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
Edoxaban	CN(C)C(=O)C1CCC(NC(=O)C(=O)Nc2ccc(Cl)cn2)C(NC(=O)c2nc3c(s2)CN(C)CC3)C1
Efavirenz	O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1
Efonidipine	CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1
Elbasvir	COC(=O)NC(C(=O)N1CCCC1c1nc(-c2ccc3c(cc4n3C(c3ccccc3)Oc3cc(-c5c[nH]c(C6CCCN6C(=O)C(NC(=O)OC)C(C)C)n5)ccc3-4)c2)c[nH]1)C(C)C
Eletriptan	CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
Eliglustat	CCCCCCCC(O)=NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2
Eltrombopag	CC1=NN(c2ccc(C)c(C)c2)C(=O)C1=NNc1cccc(-c2cccc(C(=O)O)c2)c1O
Encainide	COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1
Enoxaparin	CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O
Enviomycin	N=C(O)NC=C1N=C(O)C(CO)N=C(O)C(CO)N=C(O)C(N=C(O)CC(N)C(O)CCN)CN=C(O)C(C2CCNC(=N)N2)N=C1O
Epirubicin	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1
Eplerenone	COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13
Eprazinone	Cl.Cl.CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1
Eprosartan	CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1
Equilin	CC12CCC3c4ccc(O)cc4CC=C3C1CCC2=O
Ergocalciferol	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C
Ergoloid mesylate	CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c54)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(C)N2C1=O.CS(=O)(=O)O
Ergotamine	CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c43)CC21
Eribulin	C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN)C8OC)OC7C6O3)C5O4
Ertapenem	CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)Nc4cccc(C(=O)O)c4)C3)C(C)C12
Erythromycin	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
Escitalopram	CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
Estazolam	Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
Estrone	CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O
Etacrynic acid	C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
Ethanolamine Oleate	CCCCCCCCC=CCCCCCCCC(=O)O.NCCO
Ethopropazine	CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21
Ethynodiol diacetate	C#CC1(OC(C)=O)CCC2C3CCC4=CC(OC(C)=O)CCC4C3CCC21C
Etizolam	CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl
Etofenamate	O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1
Etonogestrel	C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC
Etoposide	COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C32)OCO4)cc(OC)c1O
Etoricoxib	Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
Etravirine	Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br
Everolimus	COC1CC(CC(C)C2CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C(C)C(OC)CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)CCC1OCCO
Exemestane	C=C1CC2C3CCC(=O)C3(C)CCC2C2(C)C=CC(=O)C=C12
Ezetimibe	O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1
Ezogabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N
Famotidine	NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1
Felodipine	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
Felypressin	NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
Fenethylline	Cl.CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C
Fenofibrate	CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
Fenoldopam	Oc1ccc(C2CNCCc3c(Cl)c(O)c(O)cc32)cc1
Fenoprofen	CC(C(=O)O)c1cccc(Oc2ccccc2)c1
Fenoterol	CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
Ferric Citrate	[Fe+3].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]
Ferric pyrophosphate	[Fe+3].[Fe+3].[Fe+3].[Fe+3].O=P([O-])([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])[O-]
Fexofenadine	CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
Fidaxomicin	CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)OC1C(C)OC(OCC2=CC=CCC(O)C(C)=CC(CC)C(OC3OC(C)(C)C(OC(=O)C(C)C)C(O)C3O)C(C)=CC(C)=CCC(C(C)O)OC2=O)C(OC)C1O
Fimasartan	CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
Flavin adenine dinucleotide	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c4ncnc5N)C(O)C3O)c2cc1C
Florbetaben (18F)	CNc1ccc(C=Cc2ccc(OCCOCCOCCF)cc2)cc1
Florbetapir (18F)	CNc1ccc(C=Cc2ccc(OCCOCCOCCF)nc2)cc1
Fludiazepam	CN1c2ccc(Cl)cc2C(c2ccccc2F)=NCC1=O
Fluorescein	O=C1OC2(c3ccccc31)c1ccc(O)cc1Oc1cc(O)ccc12
Fluorometholone	CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
Fluoxetine	CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
Flurandrenolide	CC1(C)OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
Flutemetamol (18F)	CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F
Fluticasone furoate	CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)SCF
Fluticasone Propionate	CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
Folic Acid	Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1
Fondaparinux sodium	[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].COC1OC(COS(=O)(=O)[O-])C(OC2OC(C(=O)O)C(OC3OC(COS(=O)(=O)[O-])C(OC4OC(C(=O)O)C(OC5OC(COS(=O)(=O)[O-])C(O)C(O)C5NS(=O)(=O)[O-])C(O)C4O)C(OS(=O)(=O)[O-])C3NS(=O)(=O)[O-])C(O)C2OS(=O)(=O)[O-])C(O)C1NS(=O)(=O)[O-]
Forasartan	CCCCc1nc(CCCC)n(Cc2ccc(-c3ccccc3-c3nn[nH]n3)nc2)n1
Fosamprenavir	CC(C)CN(CC(OP(=O)(O)O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1
Fosaprepitant	CC(OC1OCCN(Cc2nc(=O)n(P(=O)(O)O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
Fosinopril	CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)O)C(C)C
Framycetin	NCC1OC(OC2C(O)C(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)OC2CO)C(N)C(O)C1O
Fulvestrant	CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O
Gadobenic acid	[Gd+3].O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)O)C(COCc1ccccc1)C(=O)O
Gadobutrol	[Gd+3].O=C([O-])CN1CCN(CC(=O)[O-])CCN(C(CO)C(O)CO)CCN(CC(=O)[O-])CC1
Gadofosveset trisodium	[Na+].[Na+].[Na+].[Gd+3].O=C([O-])CN(CCN(CC(=O)[O-])CC(COP(=O)([O-])OC1CCC(c2ccccc2)(c2ccccc2)CC1)N(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-]
Gadopentetate dimeglumine	[Gd+3].CNCC(O)C(O)C(O)C(O)CO.CNCC(O)C(O)C(O)C(O)CO.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CCN(CC(=O)[O-])CC(=O)O
Gadoteric acid	[Gd+3].O=C([O-])CN1CCN(CC(=O)[O-])CCN(CC(=O)O)CCN(CC(=O)[O-])CC1
Gadoteridol	[Gd+3].CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1
Gadoversetamide	[Gd+3].COCCNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-]
Gadoxetic acid	[Gd+3].CCOc1ccc(CC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)O)CC(=O)O)cc1
Gallamine Triethiodide	[I-].[I-].[I-].CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC
Gallium nitrate	[Ga+3].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-]
Ganirelix	CCNC(=NCCCCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1cccnc1)NC(=O)C(Cc1ccc(Cl)cc1)NC(=O)C(Cc1ccc2ccccc2c1)NC(C)=O)C(=O)NC(CC(C)C)C(=O)NC(CCCCN=C(NCC)NCC)C(=O)N1CCCC1C(=O)NC(C)C(N)=O)NCC
Gentamicin	CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1
Gentian Violet	CN(C)c1ccc(C(c2ccc(N(C)C)cc2)=C2C=CC(=[N+](C)C)C=C2)cc1
Gliquidone	COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C
Glutathione	NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O
Glycerol Phenylbutyrate	O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1
Gonadorelin	CC(C)CC(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O
Goserelin	CC(C)CC(NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(N)=O
Grazoprevir	C=CC1CC1(N=C(O)C1CC2CN1C(=O)C(C(C)(C)C)N=C(O)OC1CC1CCCCCc1nc3ccc(OC)cc3nc1O2)C(O)=NS(=O)(=O)C1CC1
Halazepam	O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F
Haloprogin	Clc1cc(Cl)c(OCC#CI)cc1Cl
Helium	[He]
Hemin	[Cl-].[Fe+3].C=Cc1c(C)c2cc3[n-]c(cc4nc(cc5[n-]c(cc1n2)c(C)c5CCC(=O)O)c(CCC(=O)O)c4C)c(C)c3C=C
Hexachlorophene	Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
Hexafluronium	C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21
Hexoprenaline	Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O
Histamine Phosphate	NCCc1cnc[nH]1.O=P(O)(O)O.O=P(O)(O)O
Histrelin	CCN=C(O)C1CCCN1C(=O)C(CCCNC(=N)N)N=C(O)C(CC(C)C)N=C(O)C(Cc1cn(Cc2ccccc2)cn1)N=C(O)C(Cc1ccc(O)cc1)N=C(O)C(CO)N=C(O)C(Cc1c[nH]c2ccccc12)N=C(O)C(Cc1cnc[nH]1)N=C(O)C1CCC(O)=N1.CC(=O)O.CC(=O)O
Homatropine Methylbromide	[Br-].C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2
Hyaluronic acid	CC(=O)NC1C(O)OC(CO)C(O)C1OC1OC(C(=O)O)C(OC2OC(CO)C(O)C(OC3OC(C(=O)O)C(O)C(O)C3O)C2NC(C)=O)C(O)C1O
Hydroxocobalamin	Cc1cc2ncn(C3OC(CO)C(OP(=O)([O-])OC(C)CNC(=O)CCC4(C)C5=C(C)C6=NC(=CC7=NC(=C(C)C8=NC(C)(C(C4CC(N)=O)N5[Co+]O)C(C)(CC(N)=O)C8CCC(N)=O)C(C)(CC(N)=O)C7CCC(N)=O)C(C)(C)C6CCC(N)=O)C3O)c2cc1C
Hydroxyprogesterone caproate	CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
Hydroxystilbamidine Isethionate	N=C(N)c1ccc(C=Cc2ccc(C(=N)N)cc2O)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO
Ibutilide	CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1
Icatibant	NC(N)=NCCCC(N)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)N1CC(O)CC1C(=O)NCC(=O)NC(Cc1cccs1)C(=O)NC(CO)C(=O)N1Cc2ccccc2CC1C(=O)N1C(C(=O)NC(CCCN=C(N)N)C(=O)O)CC2CCCCC21
Icosapent	CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O
Icosapent ethyl	CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC
Idarubicin	CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O
Iloprost	CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21
